,index,location,sewer_and_water_i,power_i,roads_and_bridges_i,medical_i,buildings_i,shake_intensity_i,sewer_and_water_u,power_u,roads_and_bridges_u,medical_u,buildings_u,shake_intensity_u
18,2020-04-06 00:00:00,19,6.0,6.5,4.5,-1.0,6.5,1.0,0.4,1.0,1.0,-1.0,0.9999999999999999,-1.0
19,2020-04-06 00:30:00,1,2.0,10.0,3.0,5.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,2020-04-06 00:30:00,2,7.0,6.625,4.0,-1.0,4.5,0.6666666666666666,0.5579275580598905,0.27092891798576735,0.3764944032233706,-1.0,0.7040664184967269,0.816496580927726
21,2020-04-06 00:30:00,3,7.0,3.4,6.0,6.8,2.8,-1.0,0.9902387158767618,0.6608997648449565,0.7546929555968058,0.13891922034939208,0.024714655338342273,-1.0
22,2020-04-06 00:30:00,4,9.5,1.5,3.5,-1.0,4.0,-1.0,0.0,0.2461413530991564,0.4048787173725412,-1.0,0.0,-1.0
23,2020-04-06 00:30:00,5,4.666666666666667,3.3333333333333335,4.333333333333333,4.333333333333333,5.0,-1.0,0.9999999999999998,0.8523183027106606,0.0,0.6805844044891569,0.7846036327085595,-1.0
24,2020-04-06 00:30:00,6,9.25,4.75,4.5,4.5,4.25,0.5,0.2085385070283696,0.11560276064792441,0.3178930553209387,1.0,0.845244734575666,1.0
25,2020-04-06 00:30:00,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,2020-04-06 00:30:00,8,0.0,7.0,6.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,2020-04-06 00:30:00,9,6.333333333333333,4.333333333333333,6.0,3.6666666666666665,7.0,-1.0,0.3615222332599475,1.0,0.7320508075688776,0.0,0.209739541380499,-1.0
28,2020-04-06 00:30:00,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,2020-04-06 00:30:00,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,2020-04-06 00:30:00,12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,2020-04-06 00:30:00,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,2020-04-06 00:30:00,14,4.333333333333333,4.333333333333333,4.666666666666667,-1.0,4.333333333333333,-1.0,0.4759170580211691,0.5912691519302425,1.0,-1.0,0.9843157899327095,-1.0
33,2020-04-06 00:30:00,15,7.8,5.6,6.4,-1.0,5.2,0.0,0.9664743557166378,0.0,0.3357434358123532,-1.0,0.9999999999999998,-1.0
34,2020-04-06 00:30:00,16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
35,2020-04-06 00:30:00,17,2.0,0.0,3.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
36,2020-04-06 00:30:00,18,2.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
37,2020-04-06 00:30:00,19,7.0,4.25,6.0,0.0,3.25,1.0,0.4582633989817464,0.9495138748848678,0.16979530373120366,-1.0,0.9369807528270642,0.0
38,2020-04-06 01:00:00,1,7.5,3.5,6.0,5.0,4.5,1.0,0.6123724356957946,0.5755172102935546,0.0,0.0,0.4488792012484347,-1.0
39,2020-04-06 01:00:00,2,8.25,3.5,3.5,-1.0,6.75,1.0,0.6062177826491071,0.360053364961655,0.7971302695712079,-1.0,0.556508304104542,-1.0
40,2020-04-06 01:00:00,3,2.6,5.6,5.2,4.6,6.4,0.0,0.5422176684690384,0.22726053369792537,0.4905354217587145,1.0,0.609624303194005,-1.0
41,2020-04-06 01:00:00,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42,2020-04-06 01:00:00,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,2020-04-06 01:00:00,6,5.625,5.25,5.0,5.375,5.0,0.0,0.5393448406565665,0.3470272944323242,0.5261042808091512,0.2425706434646162,0.8388234221071081,-1.0
44,2020-04-06 01:00:00,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
45,2020-04-06 01:00:00,8,7.0,3.4,4.8,-1.0,6.6,-1.0,0.6819090848492928,0.0,0.8042853971072705,-1.0,0.8927569240129891,-1.0
46,2020-04-06 01:00:00,9,5.571428571428571,6.714285714285714,4.571428571428571,3.857142857142857,4.0,-1.0,0.6391959234627741,0.1708992750651444,0.5386822546070841,0.5124416489842956,0.6464599351554541,-1.0
47,2020-04-06 01:00:00,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
48,2020-04-06 01:00:00,11,7.5,5.0,7.0,8.0,5.5,-1.0,0.6123724356957946,1.0,0.0,0.0,0.14962640041614492,-1.0
49,2020-04-06 01:00:00,12,6.666666666666667,8.333333333333334,5.333333333333333,-1.0,7.666666666666667,-1.0,1.0,0.16270527840847476,0.7359800721939871,-1.0,0.6802106785137815,-1.0
50,2020-04-06 01:00:00,13,5.666666666666667,6.666666666666667,7.666666666666667,-1.0,6.333333333333333,-1.0,0.5567764362830022,0.22829885800739752,0.5682575707077439,-1.0,1.0,-1.0
51,2020-04-06 01:00:00,14,6.2,7.4,5.4,-1.0,4.4,0.0,0.5531726674375732,0.0873121777363875,0.8062257748298549,-1.0,0.8801288915105796,-1.0
52,2020-04-06 01:00:00,15,4.666666666666667,5.666666666666667,5.0,-1.0,2.6666666666666665,1.0,0.8717797887081347,0.1963824545394633,0.8838834764831843,-1.0,0.6464599351554541,-1.0
53,2020-04-06 01:00:00,16,10.0,4.0,5.0,8.0,7.0,-1.0,0.0,0.1510344205871093,1.0,0.0,0.29925280083228983,-1.0
54,2020-04-06 01:00:00,17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
55,2020-04-06 01:00:00,18,2.5,7.5,9.5,-1.0,10.0,0.0,0.36742346141747667,0.29252868382259106,0.125,-1.0,0.0,-1.0
56,2020-04-06 01:00:00,19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
57,2020-04-06 01:30:00,1,9.0,10.0,2.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
58,2020-04-06 01:30:00,2,4.8,2.2,6.0,-1.0,3.8,1.0,0.4575751304430781,0.17213259316477408,0.37222161078056987,-1.0,0.10427267446636035,0.0
59,2020-04-06 01:30:00,3,5.428571428571429,3.4285714285714284,6.285714285714286,4.714285714285714,6.428571428571429,-1.0,0.6986381310057719,0.6008029117288934,0.687799393761342,0.9999999999999999,0.050274667242345195,-1.0
60,2020-04-06 01:30:00,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
61,2020-04-06 01:30:00,5,5.5,5.0,2.5,4.5,7.5,-1.0,0.8749999999999999,0.4444444444444444,0.5714285714285714,0.0,0.3999999999999999,-1.0
62,2020-04-06 01:30:00,6,4.0,2.0,6.0,7.5,4.5,0.0,0.5,0.2222222222222222,1.0,0.0,0.3999999999999999,-1.0
63,2020-04-06 01:30:00,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
64,2020-04-06 01:30:00,8,6.166666666666667,4.833333333333333,5.5,-1.0,8.666666666666666,1.0,0.5293470821052415,0.4599158985563077,0.6827533301028508,-1.0,0.06131182760731979,-1.0
65,2020-04-06 01:30:00,9,5.0,3.8,5.6,5.6,8.0,-1.0,0.8477912478906584,0.6226189211609733,0.5939312547558644,0.7661069810083417,0.5135528725660043,-1.0
66,2020-04-06 01:30:00,10,1.0,7.0,7.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
67,2020-04-06 01:30:00,11,6.0,6.5,6.0,8.0,5.5,-1.0,1.0,0.5555555555555556,1.0,0.9552943405056339,0.0,-1.0
68,2020-04-06 01:30:00,12,1.0,10.0,7.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
69,2020-04-06 01:30:00,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
70,2020-04-06 01:30:00,14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
71,2020-04-06 01:30:00,15,6.25,7.25,4.5,-1.0,4.75,1.0,0.1692508000965825,0.32394177193585,0.33807166373152747,-1.0,0.24459063062132835,-1.0
72,2020-04-06 01:30:00,16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
73,2020-04-06 01:30:00,17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
74,2020-04-06 01:30:00,18,6.0,5.5,6.5,-1.0,4.0,-1.0,1.0,0.9999999999999999,0.0,-1.0,1.0,-1.0
75,2020-04-06 01:30:00,19,8.0,7.0,2.0,-1.0,5.0,-1.0,0.0,0.0,0.14285714285714285,-1.0,0.5999999999999999,-1.0
76,2020-04-06 02:00:00,1,4.833333333333333,6.166666666666667,4.333333333333333,8.333333333333334,6.833333333333333,-1.0,0.6930166728467196,0.6287553843374492,0.6337555447765166,0.0,0.4186609495092955,-1.0
77,2020-04-06 02:00:00,2,2.75,7.5,5.0,-1.0,4.25,0.0,0.5050762722761053,0.33665016461206926,0.12830005981991682,-1.0,0.5723200773054049,-1.0
78,2020-04-06 02:00:00,3,5.25,4.25,4.75,4.5,3.0,0.0,0.6875966227711263,0.6570134448142341,0.6462936432079683,0.6387348336520453,0.22833894036709929,-1.0
79,2020-04-06 02:00:00,4,10.0,9.0,8.0,-1.0,5.0,-1.0,0.0,0.2,0.0,-1.0,1.0,-1.0
80,2020-04-06 02:00:00,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81,2020-04-06 02:00:00,6,7.2,6.6,5.6,4.2,7.4,-1.0,0.5229430062206607,0.382099463490856,0.6903210918670697,0.3058184723574762,0.451071584029934,-1.0
82,2020-04-06 02:00:00,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
83,2020-04-06 02:00:00,8,8.333333333333334,4.333333333333333,8.666666666666666,-1.0,8.333333333333334,-1.0,0.3086066999241838,0.496655480858378,0.36288736930121157,-1.0,0.2159911431973277,-1.0
84,2020-04-06 02:00:00,9,9.5,10.0,2.5,6.0,5.5,-1.0,0.14285714285714285,0.0,0.5555555555555556,0.9999999999999998,0.8888888888888888,-1.0
85,2020-04-06 02:00:00,10,6.5,5.0,7.0,-1.0,6.5,-1.0,0.4285714285714285,1.0,0.6666666666666665,-1.0,0.0,-1.0
86,2020-04-06 02:00:00,11,8.333333333333334,5.666666666666667,8.333333333333334,5.0,6.666666666666667,1.0,0.42056004125370694,0.4546060565661951,0.24002743327436518,0.49021526107576213,0.3940067295179946,-1.0
87,2020-04-06 02:00:00,12,6.0,10.0,10.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
88,2020-04-06 02:00:00,13,9.0,7.0,10.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
89,2020-04-06 02:00:00,14,4.5,7.5,5.5,-1.0,1.0,-1.0,0.9999999999999999,0.5,0.9999999999999999,-1.0,0.1111111111111111,-1.0
90,2020-04-06 02:00:00,15,3.75,4.0,6.75,-1.0,9.25,-1.0,0.5802884574739972,0.529150262212918,0.7071067811865475,-1.0,0.03933404453029557,-1.0
91,2020-04-06 02:00:00,16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
92,2020-04-06 02:00:00,17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
93,2020-04-06 02:00:00,18,10.0,10.0,5.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
94,2020-04-06 02:00:00,19,9.5,4.0,9.0,-1.0,0.5,-1.0,0.14285714285714285,0.4,0.0,-1.0,0.0,-1.0
95,2020-04-06 02:30:00,1,5.0,0.0,4.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
96,2020-04-06 02:30:00,2,7.25,5.75,9.5,2.0,4.25,-1.0,0.9648425014641401,0.4327487336739141,0.20203050891044214,-1.0,0.2817259895480819,-1.0
97,2020-04-06 02:30:00,3,8.5,1.5,4.0,9.0,5.5,0.0,0.4214636152117623,0.12499999999999994,0.0,0.0,0.4444444444444445,-1.0
98,2020-04-06 02:30:00,4,5.0,8.0,2.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
99,2020-04-06 02:30:00,5,7.0,7.0,5.0,10.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
100,2020-04-06 02:30:00,6,5.0,5.428571428571429,3.7142857142857144,4.142857142857143,8.285714285714286,0.5,0.6688560540599388,0.3438674695827103,0.6358270174447849,0.5098558760587119,0.23689065931016606,1.0
101,2020-04-06 02:30:00,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
102,2020-04-06 02:30:00,8,4.0,6.285714285714286,4.714285714285714,-1.0,5.428571428571429,1.0,0.5848976518656018,0.44006555934235414,0.6772722973961166,-1.0,0.35904465378884787,0.0
103,2020-04-06 02:30:00,9,6.5,6.875,6.125,4.375,6.375,-1.0,0.7947194142390264,0.29639647431408,0.7117301221417064,0.34714723597164165,0.45193364763612526,-1.0
104,2020-04-06 02:30:00,10,0.0,1.0,0.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
105,2020-04-06 02:30:00,11,5.333333333333333,3.0,5.0,5.0,5.666666666666667,0.0,1.0,0.10355339059327373,0.7284313590846835,0.6338834764831843,0.4837917927484819,-1.0
106,2020-04-06 02:30:00,12,5.0,9.0,7.0,-1.0,5.0,0.5,0.5619514869490165,0.0,0.0,-1.0,1.0,1.0
107,2020-04-06 02:30:00,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
108,2020-04-06 02:30:00,14,5.0,5.0,10.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
109,2020-04-06 02:30:00,15,3.3333333333333335,3.1666666666666665,6.166666666666667,-1.0,6.5,-1.0,0.7914011558455575,0.33541295965611595,0.6313790111987513,-1.0,0.29562233817162503,-1.0
110,2020-04-06 02:30:00,16,10.0,5.0,6.5,5.0,9.5,-1.0,0.0,1.0,0.9999999999999999,1.0,0.0,-1.0
111,2020-04-06 02:30:00,17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
112,2020-04-06 02:30:00,18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
113,2020-04-06 02:30:00,19,6.666666666666667,6.666666666666667,3.3333333333333335,-1.0,6.333333333333333,-1.0,0.303488489333442,0.2900617248673216,0.4665694748158435,-1.0,0.6314791724356823,-1.0
114,2020-04-06 03:00:00,1,7.0,5.5,4.0,9.0,8.5,-1.0,0.4999999999999999,1.0,1.0,0.0,0.12773958089728288,-1.0
115,2020-04-06 03:00:00,2,5.25,4.0,5.5,-1.0,5.5,0.5,0.375,0.6784875880618499,0.6267831705280087,-1.0,0.2834092748319744,0.0
116,2020-04-06 03:00:00,3,4.666666666666667,8.666666666666666,2.6666666666666665,6.666666666666667,3.3333333333333335,1.0,0.11799003609699354,0.37766438728515067,0.2700308624336608,0.9999999999999999,0.16640780459656035,-1.0
117,2020-04-06 03:00:00,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
118,2020-04-06 03:00:00,5,7.0,1.5,2.0,8.5,2.5,-1.0,0.4999999999999999,0.0,0.0,0.2572121927462574,0.12773958089728288,-1.0
119,2020-04-06 03:00:00,6,7.333333333333333,5.111111111111111,5.444444444444445,6.111111111111111,6.444444444444445,0.5,0.09232659844072882,0.7342930411237143,0.6737900678665095,0.6422363446418903,0.42652516166060295,0.0
120,2020-04-06 03:00:00,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
121,2020-04-06 03:00:00,8,4.4,6.2,5.2,-1.0,4.0,-1.0,0.485272058492637,0.7672617150747936,0.4575751304430781,-1.0,0.37348670741752,-1.0
122,2020-04-06 03:00:00,9,5.0,9.5,9.0,4.0,8.0,-1.0,1.0,0.0,0.25,0.5144243854925151,0.27311631741440245,-1.0
123,2020-04-06 03:00:00,10,0.0,8.0,10.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
124,2020-04-06 03:00:00,11,3.0,1.0,8.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
125,2020-04-06 03:00:00,12,3.0,9.0,5.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
126,2020-04-06 03:00:00,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
127,2020-04-06 03:00:00,14,9.0,5.5,3.5,-1.0,3.5,-1.0,0.0,0.6666666666666667,0.625,-1.0,0.12773958089728288,-1.0
128,2020-04-06 03:00:00,15,3.75,5.25,3.0,-1.0,5.25,1.0,0.19194173824159216,0.05900106679544334,0.6291528696058958,-1.0,0.0,-1.0
129,2020-04-06 03:00:00,16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
130,2020-04-06 03:00:00,17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
131,2020-04-06 03:00:00,18,3.5,5.5,8.5,-1.0,5.5,-1.0,0.6249999999999999,0.0,0.37499999999999994,-1.0,1.0,-1.0
132,2020-04-06 03:00:00,19,2.0,10.0,10.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
133,2020-04-06 03:30:00,1,2.0,0.0,10.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
134,2020-04-06 03:30:00,2,6.5,1.0,6.0,-1.0,8.75,1.0,0.3103963812969721,0.0,0.4809869020517292,-1.0,0.0,-1.0
135,2020-04-06 03:30:00,3,4.333333333333333,3.0,3.3333333333333335,4.0,7.0,-1.0,0.9999999999999998,0.612542473675614,0.7214586353981439,0.9999999999999999,0.8905186357301317,-1.0
136,2020-04-06 03:30:00,4,3.0,1.0,1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
137,2020-04-06 03:30:00,5,5.333333333333333,5.666666666666667,2.3333333333333335,3.6666666666666665,6.666666666666667,1.0,0.443393619104846,0.18657232266637314,0.271557108575164,0.6116968062670799,1.0,-1.0
138,2020-04-06 03:30:00,6,7.2,4.8,4.4,4.0,5.6,-1.0,0.07806888003489854,0.6202656226226664,0.6602570079801341,0.0,0.7700198402546744,-1.0
139,2020-04-06 03:30:00,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
140,2020-04-06 03:30:00,8,3.8333333333333335,3.5,5.5,-1.0,5.5,1.0,0.533070013746556,0.5850324321444308,1.0,-1.0,0.3960244154835148,-1.0
141,2020-04-06 03:30:00,9,6.0,4.75,3.0,7.75,8.0,-1.0,0.6650287976024167,1.0,0.9439804277015286,0.3135546663059392,0.12414908584105289,-1.0
142,2020-04-06 03:30:00,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
143,2020-04-06 03:30:00,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
144,2020-04-06 03:30:00,12,4.0,5.0,10.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
145,2020-04-06 03:30:00,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
146,2020-04-06 03:30:00,14,10.0,0.0,10.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
147,2020-04-06 03:30:00,15,5.25,2.5,4.5,-1.0,5.75,1.0,0.0,0.4432733217807461,0.9283766716520646,-1.0,0.5317221014997819,-1.0
148,2020-04-06 03:30:00,16,7.0,5.0,1.5,6.5,5.5,1.0,0.6650287976024167,0.7906274497322869,0.0,0.9118571897642195,0.8437935331186459,-1.0
149,2020-04-06 03:30:00,17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
150,2020-04-06 03:30:00,18,8.0,6.0,9.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
151,2020-04-06 03:30:00,19,0.0,4.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152,2020-04-06 04:00:00,1,3.0,8.0,3.0,3.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
153,2020-04-06 04:00:00,2,6.2,4.8,6.8,-1.0,7.4,0.0,0.5887839537080415,0.23228762892687865,0.9999999999999999,-1.0,0.6700150952344327,-1.0
154,2020-04-06 04:00:00,3,10.0,9.0,0.0,6.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
155,2020-04-06 04:00:00,4,4.5,2.5,9.5,-1.0,6.0,-1.0,0.0,0.0,0.0,-1.0,0.7875914366367485,-1.0
156,2020-04-06 04:00:00,5,6.666666666666667,4.333333333333333,7.0,4.333333333333333,6.0,-1.0,0.5330866473608952,0.6081686217655828,0.8576658515006129,0.7672238699944498,0.8633168880985085,-1.0
157,2020-04-06 04:00:00,6,5.9,5.4,7.2,7.0,7.0,1.0,0.6620442209464226,0.2187674463987211,0.45682461769234795,0.0,0.4365203746996369,-1.0
158,2020-04-06 04:00:00,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
159,2020-04-06 04:00:00,8,4.818181818181818,6.0,5.636363636363637,-1.0,3.3636363636363638,-1.0,0.5912784971526633,0.31648027488030267,0.9910804971555037,-1.0,0.4257056081688403,-1.0
160,2020-04-06 04:00:00,9,8.5,7.75,3.5,6.5,4.0,0.0,0.5607844409748964,0.0194020886244472,0.7721708970997309,1.0,0.4982826387196121,-1.0
161,2020-04-06 04:00:00,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
162,2020-04-06 04:00:00,11,5.0,8.0,7.0,5.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
163,2020-04-06 04:00:00,12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164,2020-04-06 04:00:00,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
165,2020-04-06 04:00:00,14,6.0,4.333333333333333,8.0,-1.0,7.0,0.0,0.4741440552121715,0.28093640122625435,0.5736557021387284,-1.0,1.0,-1.0
166,2020-04-06 04:00:00,15,5.5,6.5,5.25,-1.0,3.0,-1.0,1.0000000000000002,0.05235737801724194,0.8542407939232542,-1.0,0.2880107091928903,-1.0
