index,location,sewer_and_water_i,power_i,roads_and_bridges_i,medical_i,buildings_i,shake_intensity_i,sewer_and_water_u,power_u,roads_and_bridges_u,medical_u,buildings_u,shake_intensity_u
2020-04-06 16:30:00,1,1.1428571428571428,0.42857142857142855,1.2857142857142858,1.5714285714285714,1.4285714285714286,0.14285714285714285,0.4811477614510914,0.3320877476206492,0.3320877476206492,0.41880164010754073,0.39855781107455196,0.17103178897792257
2020-04-06 17:00:00,1,2.75,1.75,3.0,2.25,4.75,0.5,0.4335972394768317,0.4335972394768317,0.4335972394768317,0.4335972394768317,0.4335972394768317,0.2890648263178878
2020-04-06 17:30:00,1,1.8333333333333333,1.8333333333333333,1.1666666666666667,2.1666666666666665,3.6666666666666665,0.75,0.3618019678853636,0.3618019678853636,0.3618019678853636,0.3618019678853636,0.5181432813135509,0.234511970142281
2020-04-06 18:00:00,1,0.5,0.0,0.5,0.0,0.0,0.0,0.2890648263178878,0.0,0.2890648263178878,0.0,0.0,0.0
2020-04-06 18:30:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-06 19:00:00,1,3.0,7.666666666666667,4.333333333333333,7.0,5.0,0.0,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.0
2020-04-06 19:30:00,1,5.0,1.0,2.6666666666666665,6.0,3.6666666666666665,0.0,0.45815690999132613,0.0,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.0
2020-04-06 20:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-06 20:30:00,1,5.5,1.5,5.0,3.5,5.0,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-06 21:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-06 21:30:00,1,4.0,6.5,5.5,7.5,7.0,0.0,0.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-06 22:00:00,1,4.8,6.8,7.6,4.2,7.2,1.0,0.6711877414712396,0.6711877414712396,0.5555618109440845,0.5555618109440845,0.5555618109440845,0.0
2020-04-06 22:30:00,1,9.0,8.0,6.0,3.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-06 23:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-06 23:30:00,1,5.5,1.0,2.5,5.5,5.5,-1.0,0.2890648263178878,0.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-07 00:00:00,1,3.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 00:30:00,1,5.0,9.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 01:00:00,1,9.666666666666666,6.333333333333333,8.0,9.666666666666666,5.666666666666667,-1.0,0.26544702577940094,0.45815690999132613,0.26544702577940094,0.26544702577940094,0.45815690999132613,-1.0
2020-04-07 01:30:00,1,5.5,7.5,8.0,5.5,10.0,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0,-1.0
2020-04-07 02:00:00,1,6.0,0.0,0.0,10.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 02:30:00,1,3.3333333333333335,7.333333333333333,5.0,2.6666666666666665,6.0,-1.0,0.26544702577940094,0.45815690999132613,0.45815690999132613,0.26544702577940094,0.45815690999132613,-1.0
2020-04-07 03:00:00,1,9.0,4.0,8.0,6.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 03:30:00,1,5.0,5.5,8.0,5.5,3.0,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-07 04:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-07 04:30:00,1,9.666666666666666,7.0,3.3333333333333335,4.333333333333333,5.0,-1.0,0.26544702577940094,0.26544702577940094,0.26544702577940094,0.45815690999132613,0.45815690999132613,-1.0
2020-04-07 05:00:00,1,3.5,2.0,6.5,10.0,5.5,0.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0,0.2890648263178878,0.0
2020-04-07 05:30:00,1,10.0,4.0,9.0,10.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 06:00:00,1,5.0,5.0,4.0,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 06:30:00,1,4.5,3.5,0.5,5.5,6.5,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-07 07:00:00,1,5.5,6.0,7.0,5.5,8.0,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0,0.0
2020-04-07 07:30:00,1,6.333333333333333,8.333333333333334,8.0,6.666666666666667,7.0,-1.0,0.45815690999132613,0.45815690999132613,0.26544702577940094,0.26544702577940094,0.26544702577940094,-1.0
2020-04-07 08:00:00,1,3.0,4.0,4.5,8.5,3.5,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-07 08:30:00,1,7.0,6.5,4.0,5.5,8.5,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-07 09:00:00,1,5.0,0.5,3.0,7.0,7.5,-1.0,0.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-07 09:30:00,1,3.0,3.5,7.0,7.5,1.5,-1.0,0.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-07 10:00:00,1,1.0,1.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 10:30:00,1,7.0,6.0,4.0,6.5,5.5,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-07 11:00:00,1,1.5,5.0,1.5,10.0,7.5,-1.0,0.2890648263178878,0.0,0.2890648263178878,0.0,0.2890648263178878,-1.0
2020-04-07 11:30:00,1,2.0,6.0,3.3333333333333335,6.333333333333333,6.333333333333333,-1.0,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.45815690999132613,-1.0
2020-04-07 12:00:00,1,2.5,7.0,7.0,5.5,7.5,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-07 12:30:00,1,10.0,3.0,3.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 13:00:00,1,4.0,6.0,7.5,4.5,5.5,0.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-07 13:30:00,1,6.0,5.0,5.0,8.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 14:00:00,1,4.666666666666667,6.0,7.0,5.666666666666667,4.333333333333333,-1.0,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.45815690999132613,-1.0
2020-04-07 14:30:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-07 15:00:00,1,8.0,10.0,3.0,7.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 15:30:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-07 16:00:00,1,7.0,0.0,4.0,10.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 16:30:00,1,6.0,4.0,2.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:00:00,1,2.0,5.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:30:00,1,4.0,3.0,8.0,7.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 18:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-07 18:30:00,1,5.0,3.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 19:00:00,1,6.5,4.0,6.0,9.0,1.0,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0,-1.0
2020-04-07 19:30:00,1,5.0,4.0,7.0,10.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 20:00:00,1,2.3333333333333335,7.666666666666667,0.6666666666666666,6.666666666666667,7.666666666666667,0.0,0.26544702577940094,0.26544702577940094,0.26544702577940094,0.26544702577940094,0.26544702577940094,0.0
2020-04-07 20:30:00,1,3.6666666666666665,8.0,1.3333333333333333,1.0,5.0,-1.0,0.45815690999132613,0.45815690999132613,0.26544702577940094,0.45815690999132613,0.45815690999132613,-1.0
2020-04-07 21:00:00,1,6.0,7.0,9.0,5.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 21:30:00,1,5.0,6.0,0.0,7.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 22:00:00,1,8.0,5.0,6.5,8.5,1.0,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-07 22:30:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-07 23:00:00,1,0.0,8.0,5.0,1.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-07 23:30:00,1,5.75,6.25,7.75,6.0,7.0,1.0,0.5781296526357756,0.5781296526357756,0.4335972394768317,0.2890648263178878,0.5781296526357756,0.0
2020-04-08 00:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-08 00:30:00,1,3.5,6.5,2.5,7.5,6.5,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-08 01:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-08 01:30:00,1,8.5,6.5,6.5,5.0,7.5,0.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-08 02:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-08 02:30:00,1,5.333333333333333,3.6666666666666665,2.6666666666666665,7.333333333333333,7.333333333333333,-1.0,0.45815690999132613,0.26544702577940094,0.45815690999132613,0.26544702577940094,0.45815690999132613,-1.0
2020-04-08 03:00:00,1,6.0,4.5,4.0,5.5,6.5,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-08 03:30:00,1,6.0,6.5,7.5,9.0,3.5,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0,0.2890648263178878,-1.0
2020-04-08 04:00:00,1,3.6666666666666665,6.0,8.0,4.666666666666667,7.666666666666667,0.0,0.26544702577940094,0.45815690999132613,0.26544702577940094,0.45815690999132613,0.26544702577940094,0.0
2020-04-08 04:30:00,1,1.5,10.0,4.0,4.5,7.0,-1.0,0.2890648263178878,0.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-08 05:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-08 05:30:00,1,6.0,10.0,3.0,9.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-08 06:00:00,1,4.0,1.5,3.0,2.0,6.5,-1.0,0.0,0.2890648263178878,0.0,0.2890648263178878,0.2890648263178878,-1.0
2020-04-08 06:30:00,1,6.5,4.5,7.75,6.25,6.25,0.5,0.5781296526357756,0.4335972394768317,0.4335972394768317,0.4335972394768317,0.4335972394768317,0.2890648263178878
2020-04-08 07:00:00,1,9.25,1.25,6.25,6.75,4.25,-1.0,0.234511970142281,0.4335972394768317,0.4335972394768317,0.5781296526357756,0.5781296526357756,-1.0
2020-04-08 07:30:00,1,7.5,8.5,6.0,8.0,6.0,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-08 08:00:00,1,8.0,6.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08 08:30:00,1,6.546712802768166,7.186851211072664,5.546712802768166,6.0,6.633217993079585,1.0,0.7032669979856766,0.6545976625347519,0.6292530346742492,0.6953986935244971,0.7064215935105349,0.43570798747048317
2020-04-08 09:00:00,1,5.73758865248227,6.0638297872340425,5.273049645390071,5.560283687943262,5.868794326241135,1.0,0.7332083978160319,0.7105831800135803,0.6715593460036298,0.7190941337577714,0.7491407398361976,0.44273831564836585
2020-04-08 09:30:00,1,5.398989898989899,5.51010101010101,5.171717171717172,5.232323232323233,5.41919191919192,1.0,0.7838545038837917,0.7294884780581915,0.6685039564164598,0.7445268930601164,0.7535358890553315,0.4530362673690298
2020-04-08 10:00:00,1,4.589147286821706,4.457364341085271,4.813953488372093,4.728682170542636,4.651162790697675,0.9452054794520548,0.7541320761584922,0.752217601885443,0.6695464238485562,0.7368389251844308,0.7930914640893673,0.38688853500570947
2020-04-08 10:30:00,1,2.260869565217391,1.3043478260869565,4.086956521739131,2.9130434782608696,2.1449275362318843,0.7014925373134329,0.44335119215364555,0.45552455285134275,0.5369407500720313,0.5023252318938499,0.49936073121021024,0.3847662625647847
2020-04-08 11:00:00,1,1.9298245614035088,0.8245614035087719,4.140350877192983,3.017543859649123,1.9473684210526316,0.8571428571428571,0.5009733892626467,0.41763951300915997,0.47250314334992516,0.5115267277055433,0.34477916671603864,0.46522242156685895
2020-04-08 11:30:00,1,2.0,1.2352941176470589,4.117647058823529,2.9705882352941178,1.911764705882353,0.6176470588235294,0.48007986926140755,0.4798851186100904,0.49890172644542885,0.43323627647680735,0.444791103676273,0.4102314349351517
2020-04-08 12:00:00,1,2.3181818181818183,1.1363636363636365,3.8636363636363638,3.1363636363636362,2.6818181818181817,0.9047619047619048,0.45755392180177484,0.45755392180177484,0.4211101540283881,0.5508877385411733,0.45145211221011855,0.4364788147573236
2020-04-08 12:30:00,1,1.9,1.25,3.65,2.8,1.95,0.45,0.3910249846642453,0.3632907910872644,0.40337893563798993,0.4095014540722967,0.4737074934756278,0.3435178094957171
2020-04-08 13:00:00,1,2.7333333333333334,2.066666666666667,4.0,3.466666666666667,2.7333333333333334,0.38461538461538464,0.643344180306021,0.5972795895664056,0.5024724057882043,0.6067267097818003,0.6086512160999646,0.2778596921946143
2020-04-08 13:30:00,1,1.8888888888888888,1.0,4.222222222222222,3.2222222222222223,2.0,0.5555555555555556,0.4791951133168776,0.28514127101590325,0.2209046429452615,0.39071277139041055,0.4149584852462358,0.35392936770586797
2020-04-08 14:00:00,1,3.3333333333333335,2.2222222222222223,3.5555555555555554,4.222222222222222,3.4444444444444446,0.8571428571428571,0.6351215938442603,0.5466392519177932,0.6108758799884351,0.5434317413875193,0.5434317413875193,0.41880164010754073
2020-04-08 14:30:00,1,3.0,4.0,4.0,5.0,2.4,0.3333333333333333,0.6711877414712396,0.5555618109440845,0.5555618109440845,0.5555618109440845,0.4399358804169293,0.26544702577940094
2020-04-08 15:00:00,1,3.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08 15:30:00,1,2.0,2.0,5.666666666666667,4.333333333333333,3.6666666666666665,0.5,0.45815690999132613,0.45815690999132613,0.26544702577940094,0.45815690999132613,0.45815690999132613,0.2890648263178878
2020-04-08 16:00:00,1,4.285714285714286,2.7142857142857144,4.571428571428571,4.714285714285714,3.5714285714285716,0.2,0.4811477614510914,0.41880164010754073,0.7289176125807096,0.6463276622041703,0.5325646511558555,0.20868401936261904
2020-04-08 16:30:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-08 17:00:00,1,3.0,2.0,2.0,4.666666666666667,3.6666666666666665,0.0,0.26544702577940094,0.26544702577940094,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.0
2020-04-08 17:30:00,1,6.5,3.5,6.5,2.5,5.0,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-08 18:00:00,1,0.0,1.0,9.0,7.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-08 18:30:00,1,7.0,5.0,10.0,7.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-08 19:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-08 19:30:00,1,0.0,10.0,5.0,0.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-08 20:00:00,1,7.166666666666667,5.666666666666667,4.5,6.5,5.166666666666667,-1.0,0.6508667942032516,0.6508667942032516,0.5181432813135509,0.7472217363092141,0.5545118520972888,-1.0
2020-04-08 20:30:00,1,1.0,6.5,5.0,10.0,7.0,-1.0,0.0,0.2890648263178878,0.2890648263178878,0.0,0.2890648263178878,-1.0
2020-04-08 21:00:00,1,5.25,4.5,4.5,4.75,7.5,1.0,0.5781296526357756,0.5781296526357756,0.2890648263178878,0.5781296526357756,0.4335972394768317,0.0
2020-04-08 21:30:00,1,10.0,9.0,10.0,10.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-08 22:00:00,1,4.75,7.0,7.5,3.25,7.0,-1.0,0.5781296526357756,0.5781296526357756,0.5781296526357756,0.5781296526357756,0.5781296526357756,-1.0
2020-04-08 22:30:00,1,5.4,4.0,3.8,7.0,6.2,-1.0,0.5555618109440845,0.5555618109440845,0.4399358804169293,0.5555618109440845,0.5555618109440845,-1.0
2020-04-08 23:00:00,1,4.0,3.0,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-08 23:30:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-09 00:00:00,1,7.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09 00:30:00,1,6.0,6.5,2.0,3.5,9.0,-1.0,0.2890648263178878,0.2890648263178878,0.0,0.2890648263178878,0.2890648263178878,-1.0
2020-04-09 01:00:00,1,6.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09 01:30:00,1,8.5,1.0,1.0,6.5,8.0,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-09 02:00:00,1,3.0,5.75,5.0,7.25,5.0,-1.0,0.4335972394768317,0.4335972394768317,0.5781296526357756,0.4335972394768317,0.5781296526357756,-1.0
2020-04-09 02:30:00,1,8.0,2.0,4.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09 03:00:00,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-04-09 03:30:00,1,8.0,6.5,4.5,3.5,3.5,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-09 04:00:00,1,5.0,5.0,4.0,1.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-09 04:30:00,1,4.0,3.0,5.0,4.5,6.0,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-09 05:00:00,1,2.0,1.0,4.0,1.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-09 05:30:00,1,1.5,5.5,5.0,8.0,6.0,1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.0
2020-04-09 06:00:00,1,7.333333333333333,5.666666666666667,4.0,2.6666666666666665,4.333333333333333,1.0,0.45815690999132613,0.45815690999132613,0.26544702577940094,0.45815690999132613,0.26544702577940094,0.0
2020-04-09 06:30:00,1,7.0,10.0,10.0,10.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-09 07:00:00,1,5.0,8.0,5.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-09 07:30:00,1,1.0,9.0,10.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09 08:00:00,1,6.666666666666667,1.6666666666666667,5.0,6.0,7.333333333333333,-1.0,0.26544702577940094,0.26544702577940094,0.45815690999132613,0.45815690999132613,0.45815690999132613,-1.0
2020-04-09 08:30:00,1,5.5,7.0,4.0,8.5,5.5,-1.0,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,0.2890648263178878,-1.0
2020-04-09 09:00:00,1,1.0,7.0,7.0,7.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-09 09:30:00,1,1.3333333333333333,4.333333333333333,5.333333333333333,3.6666666666666665,3.3333333333333335,-1.0,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.45815690999132613,0.26544702577940094,-1.0
2020-04-09 10:00:00,1,8.0,1.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
