start_time,location,priority_value,priority
2020-04-06 20:00:00,2,0.0308640511182022,9
2020-04-06 20:30:00,2,0.05543307929451807,10
2020-04-06 21:00:00,2,0.044014087586059646,7
2020-04-06 21:30:00,2,0.4953227768924846,5
2020-04-06 22:00:00,2,0.03310653894395725,7
2020-04-06 22:30:00,2,0.0,12
2020-04-06 23:00:00,2,0.07229124154007846,6
2020-04-06 23:30:00,2,0.0,12
2020-04-07 00:00:00,2,0.21694046681088835,3
2020-04-07 00:30:00,2,0.032987726298708664,10
2020-04-07 01:00:00,2,0.0,11
2020-04-07 01:30:00,2,0.2526875909125574,4
2020-04-07 02:00:00,2,0.041232934155489315,11
2020-04-07 02:30:00,2,0.03162943827259419,9
2020-04-07 03:00:00,2,0.03986392444245269,10
2020-04-07 03:30:00,2,0.11093187909199032,8
2020-04-07 04:00:00,2,0.6496530658913655,2
2020-04-07 04:30:00,2,0.6309722402080037,3
2020-04-07 05:00:00,2,0.037588415840053395,9
2020-04-07 05:30:00,2,0.16003174317056235,4
2020-04-07 06:00:00,2,0.06358199551984284,8
2020-04-07 06:30:00,2,0.10422148154088992,6
2020-04-07 07:00:00,2,0.1420511725697968,4
2020-04-07 07:30:00,2,0.0,8
2020-04-07 08:00:00,2,0.10525330125964727,7
2020-04-07 08:30:00,2,0.0,11
2020-04-07 09:00:00,2,0.009421614166542414,11
2020-04-07 09:30:00,2,0.05856953564876932,8
2020-04-07 10:00:00,2,0.04499798612792319,6
2020-04-07 10:30:00,2,0.24680254473752147,2
2020-04-07 11:00:00,2,0.18383688312537755,4
2020-04-07 11:30:00,2,0.05828949704707556,9
2020-04-07 12:00:00,2,0.7762648741402348,3
2020-04-07 12:30:00,2,0.22963970226716704,6
2020-04-07 13:00:00,2,0.09332078859977988,8
2020-04-07 13:30:00,2,0.19264238074331957,7
2020-04-07 14:00:00,2,0.0,11
2020-04-07 14:30:00,2,0.2809104279219662,5
2020-04-07 15:00:00,2,0.0,12
2020-04-07 15:30:00,2,0.02048107282748496,12
2020-04-07 16:00:00,2,1.0,1
2020-04-07 16:30:00,2,0.03159329249242557,11
2020-04-07 17:00:00,2,0.0,11
2020-04-07 17:30:00,2,0.9999999999999999,1
2020-04-07 18:00:00,2,0.10479570229845075,6
2020-04-07 18:30:00,2,0.28872422344713267,4
2020-04-07 19:00:00,2,-1.0,-1
2020-04-07 19:30:00,2,0.0932053685160952,9
2020-04-07 20:00:00,2,0.06836400172366144,8
2020-04-07 20:30:00,2,0.2433126885105949,7
2020-04-07 21:00:00,2,0.014217691132967177,9
2020-04-07 21:30:00,2,0.05935689853718645,8
2020-04-07 22:00:00,2,1.0,1
2020-04-07 22:30:00,2,0.19644628729586183,13
2020-04-07 23:00:00,2,0.29220517725173395,11
2020-04-07 23:30:00,2,0.2891327653639915,9
2020-04-08 00:00:00,2,0.33890994468285796,9
2020-04-08 00:30:00,2,0.32624550689820925,9
2020-04-08 01:00:00,2,0.25831235928768836,11
2020-04-08 01:30:00,2,0.30793715570767877,11
2020-04-08 02:00:00,2,0.21863117403860108,11
2020-04-08 02:30:00,2,0.24997415656197125,9
2020-04-08 03:00:00,2,0.3080062081002475,8
2020-04-08 03:30:00,2,0.5097131315149104,7
2020-04-08 04:00:00,2,0.14515028960847967,8
2020-04-08 04:30:00,2,0.39812594387089617,7
2020-04-08 05:00:00,2,0.30001258364385774,5
2020-04-08 05:30:00,2,0.05087613710959622,10
2020-04-08 06:00:00,2,0.11700625775657378,8
2020-04-08 06:30:00,2,0.0646888485056047,6
2020-04-08 07:00:00,2,0.0795672709409089,6
2020-04-08 07:30:00,2,0.0974940555771028,8
2020-04-08 08:00:00,2,0.0,11
2020-04-08 08:30:00,2,0.3993695149282898,3
2020-04-08 09:00:00,2,0.15879110975929575,6
2020-04-08 09:30:00,2,0.06470872428198576,5
2020-04-08 10:00:00,2,0.1773474556440854,3
2020-04-08 10:30:00,2,0.13223742167668517,6
2020-04-08 11:00:00,2,0.0,6
2020-04-08 11:30:00,2,0.0,6
2020-04-08 12:00:00,2,0.0,9
2020-04-08 12:30:00,2,0.0,5
2020-04-08 13:00:00,2,0.7157675418419105,3
2020-04-08 13:30:00,2,-1.0,-1
2020-04-08 14:00:00,2,0.025794197131780782,6
2020-04-08 14:30:00,2,0.21598378318290817,5
2020-04-08 15:00:00,2,0.12373864983382116,6
2020-04-08 15:30:00,2,0.40092409481987856,4
2020-04-08 16:00:00,2,0.11054396085412946,6
2020-04-08 16:30:00,2,0.0,8
2020-04-08 17:00:00,2,-1.0,-1
2020-04-08 17:30:00,2,0.06577265079242191,9
2020-04-08 18:00:00,2,1.0,1
2020-04-08 18:30:00,2,0.0,9
2020-04-08 19:00:00,2,0.01111596656847751,10
2020-04-08 19:30:00,2,0.2544813345093778,3
2020-04-08 20:00:00,2,1.0,1
2020-04-08 20:30:00,2,0.05605725523246731,8
2020-04-08 21:00:00,2,0.2614134625167139,5
2020-04-08 21:30:00,2,0.18701709795824084,5
2020-04-08 22:00:00,2,0.05890255851526974,7
2020-04-08 22:30:00,2,0.14614034713734386,7
2020-04-08 23:00:00,2,-1.0,-1
2020-04-08 23:30:00,2,0.39335794166511445,5
2020-04-09 00:00:00,2,0.016591911691837505,8
2020-04-09 00:30:00,2,0.06023669123052424,12
2020-04-09 01:00:00,2,0.0636281074068927,8
2020-04-09 01:30:00,2,0.0,13
2020-04-09 02:00:00,2,0.18554183226299045,3
2020-04-09 02:30:00,2,0.9133392924239029,2
2020-04-09 03:00:00,2,0.017934485684360575,11
2020-04-09 03:30:00,2,0.04539790806550273,10
2020-04-09 04:00:00,2,0.09942274427655204,7
2020-04-09 04:30:00,2,0.01762510250332195,8
2020-04-09 05:00:00,2,0.17485502720069449,12
2020-04-09 05:30:00,2,0.11064256125905986,13
2020-04-09 06:00:00,2,0.38007514593158925,12
2020-04-09 06:30:00,2,0.2789176074176982,11
2020-04-09 07:00:00,2,0.11824574152782594,14
2020-04-09 07:30:00,2,0.15913750500140436,12
2020-04-09 08:00:00,2,0.039017971617057584,15
2020-04-09 08:30:00,2,0.08969817584748832,13
2020-04-09 09:00:00,2,0.09698286824661509,12
2020-04-09 09:30:00,2,0.1388519558119948,10
2020-04-09 10:00:00,2,0.024447966432069798,13
2020-04-09 10:30:00,2,0.05425160222769498,13
2020-04-09 11:00:00,2,0.04052027899715121,10
2020-04-09 11:30:00,2,0.004622458851951908,11
2020-04-09 12:00:00,2,0.051830623877529916,8
2020-04-09 12:30:00,2,0.15319581764751644,11
2020-04-09 13:00:00,2,0.0,11
2020-04-09 13:30:00,2,0.7976337038453057,2
2020-04-09 14:00:00,2,0.0,9
2020-04-09 14:30:00,2,0.03537107935746984,6
2020-04-09 15:00:00,2,0.0,10
2020-04-09 15:30:00,2,0.12426373660941312,5
2020-04-09 16:00:00,2,0.002792021920752577,8
2020-04-09 16:30:00,2,0.20125914787778176,8
2020-04-09 17:00:00,2,0.0,10
2020-04-09 17:30:00,2,0.5517165368406377,2
2020-04-09 18:00:00,2,0.0,10
2020-04-09 18:30:00,2,0.13374866864631482,6
2020-04-09 19:00:00,2,0.021090767450495,5
2020-04-09 19:30:00,2,0.06998044273205636,8
2020-04-09 20:00:00,2,0.13295750981673066,5
2020-04-09 20:30:00,2,0.08422972364295213,5
2020-04-09 21:00:00,2,0.050752062524438334,5
2020-04-09 21:30:00,2,1.0,1
2020-04-09 22:00:00,2,0.04462235916387339,12
2020-04-09 22:30:00,2,-1.0,-1
2020-04-09 23:00:00,2,0.10489530205907875,7
2020-04-09 23:30:00,2,0.0,10
2020-04-10 00:00:00,2,0.6230354683751342,2
2020-04-10 00:30:00,2,0.0,8
2020-04-10 01:00:00,2,0.13160559464079555,6
2020-04-10 01:30:00,2,0.0313415174504051,7
2020-04-10 02:00:00,2,0.08766634546415614,6
2020-04-10 02:30:00,2,0.4188814198256911,4
2020-04-10 03:00:00,2,0.07720051519032844,8
2020-04-10 03:30:00,2,0.03362135262300977,8
2020-04-10 04:00:00,2,0.8190188665692454,2
2020-04-10 04:30:00,2,0.7689640008397634,2
2020-04-10 05:00:00,2,0.23640711726580854,9
2020-04-10 05:30:00,2,0.18898053595628805,8
2020-04-10 06:00:00,2,0.12902310552100027,8
2020-04-10 06:30:00,2,0.16059760935443795,14
2020-04-10 07:00:00,2,0.16999008430946427,11
2020-04-10 07:30:00,2,0.17696011573751563,10
2020-04-10 08:00:00,2,0.20976818289557247,9
2020-04-10 08:30:00,2,0.09295994097684035,12
2020-04-10 09:00:00,2,0.09868823464501641,14
2020-04-10 09:30:00,2,0.186599047105807,11
2020-04-10 10:00:00,2,0.262630743492263,10
2020-04-10 10:30:00,2,0.025370549611141005,12
2020-04-10 11:00:00,2,0.026362138304563604,14
2020-04-10 11:30:00,2,0.025299872816110056,15
2020-04-10 12:00:00,2,0.009492417178217874,14
2020-04-10 12:30:00,2,0.011001280461476415,13
2020-04-10 13:00:00,2,0.010651958261971392,14
2020-04-10 13:30:00,2,0.01232803918975503,13
2020-04-10 14:00:00,2,0.009150976809668185,14
2020-04-10 14:30:00,2,0.01312024008924191,14
2020-04-10 15:00:00,2,0.015283932439313863,13
2020-04-10 15:30:00,2,0.036547461403619697,13
2020-04-10 16:00:00,2,0.04283917826733025,14
2020-04-10 16:30:00,2,0.04086654445669191,14
2020-04-10 17:00:00,2,0.03535395205606941,14
2020-04-10 17:30:00,2,0.03477267835574453,13
2020-04-10 18:00:00,2,0.03457815533612667,14
2020-04-10 18:30:00,2,0.03939680021159607,14
2020-04-10 19:00:00,2,0.0494188453972331,14
2020-04-10 19:30:00,2,0.04537380176999602,13
2020-04-10 20:00:00,2,0.28818527400676425,12
2020-04-10 20:30:00,2,0.21278841718909064,12
2020-04-10 21:00:00,2,0.24442398309331897,12
2020-04-10 21:30:00,2,0.20674759954538363,12
2020-04-10 22:00:00,2,0.1740294090775627,13
2020-04-10 22:30:00,2,0.03864358906169027,14
2020-04-10 23:00:00,2,0.050158842941923104,11
2020-04-10 23:30:00,2,0.13179186907729382,7
2020-04-11 00:00:00,2,0.0,1
2020-04-06 00:00:00,3,0.5774414085808335,9
2020-04-06 00:30:00,3,0.22166355762660572,4
2020-04-06 01:00:00,3,0.0029509752685810964,11
2020-04-06 01:30:00,3,0.012947226653521889,9
2020-04-06 02:00:00,3,0.0814063342445311,6
2020-04-06 02:30:00,3,0.0644980752564103,7
2020-04-06 03:00:00,3,0.010345845971751748,8
2020-04-06 03:30:00,3,0.7807293252419589,2
2020-04-06 04:00:00,3,0.08056084114884511,8
2020-04-06 04:30:00,3,1.0,1
2020-04-06 05:00:00,3,1.0,1
2020-04-06 05:30:00,3,0.41241096365532853,2
2020-04-06 06:00:00,3,1.0,1
2020-04-06 06:30:00,3,0.9999999999999998,1
2020-04-06 07:00:00,3,0.9999999999999998,1
2020-04-06 07:30:00,3,0.7116363222111485,3
2020-04-06 08:00:00,3,0.48785485227998177,4
2020-04-06 08:30:00,3,0.4673035098830589,4
2020-04-06 09:00:00,3,0.8102405925568238,2
2020-04-06 09:30:00,3,0.8836341728059078,3
2020-04-06 10:00:00,3,0.3285367308826296,4
2020-04-06 10:30:00,3,0.5609392523099764,2
2020-04-06 11:00:00,3,0.5200032996899585,4
2020-04-06 11:30:00,3,0.0541392348943257,9
2020-04-06 12:00:00,3,0.02961662498879125,11
2020-04-06 12:30:00,3,0.2874014774616823,6
2020-04-06 13:00:00,3,0.043865709186403465,10
2020-04-06 13:30:00,3,0.15614051024236786,7
2020-04-06 14:00:00,3,1.0000000000000002,1
2020-04-06 14:30:00,3,0.07331846564977493,12
2020-04-06 15:00:00,3,0.14259564712924447,11
2020-04-06 15:30:00,3,0.15873217419542493,8
2020-04-06 16:00:00,3,0.42150785063148627,4
2020-04-06 16:30:00,3,0.1510120750482968,13
2020-04-06 17:00:00,3,0.6538489577149061,3
2020-04-06 17:30:00,3,0.07543732530278398,9
2020-04-06 18:00:00,3,0.06424771907888406,10
2020-04-06 18:30:00,3,0.3214797797143404,5
2020-04-06 19:00:00,3,0.1971455278298957,3
2020-04-06 19:30:00,3,0.13967853605542924,11
2020-04-06 20:00:00,3,0.0,10
2020-04-06 20:30:00,3,-1.0,-1
2020-04-06 21:00:00,3,0.46002540446642787,3
2020-04-06 21:30:00,3,0.2739130854706703,6
2020-04-06 22:00:00,3,0.0126676939788498,9
2020-04-06 22:30:00,3,0.27106861547974503,7
2020-04-06 23:00:00,3,0.019011759811336258,8
2020-04-06 23:30:00,3,0.23610077613632172,7
2020-04-07 00:00:00,3,0.15000457987267246,4
2020-04-07 00:30:00,3,0.5703502648858949,2
2020-04-07 01:00:00,3,0.10372567150265796,4
2020-04-07 01:30:00,3,-1.0,-1
2020-04-07 02:00:00,3,0.11000742394062497,6
2020-04-07 02:30:00,3,0.3284156381490993,4
2020-04-07 03:00:00,3,0.12791940016190326,5
2020-04-07 03:30:00,3,0.27179741763148096,5
2020-04-07 04:00:00,3,0.0917763596545662,9
2020-04-07 04:30:00,3,0.8937019410391687,2
2020-04-07 05:00:00,3,0.07358334394506993,8
2020-04-07 05:30:00,3,-1.0,-1
2020-04-07 06:00:00,3,0.3563606533584996,3
2020-04-07 06:30:00,3,0.3684344814218061,3
2020-04-07 07:00:00,3,0.036796970620519995,10
2020-04-07 07:30:00,3,1.0,1
2020-04-07 08:00:00,3,-1.0,-1
2020-04-07 08:30:00,3,0.048400247777562314,6
2020-04-07 09:00:00,3,0.09650483407173108,7
2020-04-07 09:30:00,3,0.09352068329350222,7
2020-04-07 10:00:00,3,0.0,11
2020-04-07 10:30:00,3,0.21119256977440062,5
2020-04-07 11:00:00,3,0.0,10
2020-04-07 11:30:00,3,0.15781776764956945,4
2020-04-07 12:00:00,3,0.25933057907175006,8
2020-04-07 12:30:00,3,0.44557346366473305,4
2020-04-07 13:00:00,3,0.25993361502075624,5
2020-04-07 13:30:00,3,0.9832672877490645,2
2020-04-07 14:00:00,3,0.0209613037641218,10
2020-04-07 14:30:00,3,0.06486430759726455,8
2020-04-07 15:00:00,3,0.7666803218320515,2
2020-04-07 15:30:00,3,0.31657116530554386,4
