,index,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
41,2020-04-06 20:30:00,4.5,3.5,0.5,5.5,6.5,1.0,1
42,2020-04-06 21:00:00,5.5,6.0,7.0,5.5,8.0,1.0,1
43,2020-04-06 21:30:00,6.333333333333333,8.333333333333334,8.0,6.666666666666667,7.0,-1.0,1
44,2020-04-06 22:00:00,3.0,4.0,4.5,8.5,3.5,-1.0,1
45,2020-04-06 22:30:00,7.0,6.5,4.0,5.5,8.5,1.0,1
46,2020-04-06 23:00:00,5.0,0.5,3.0,7.0,7.5,-1.0,1
47,2020-04-06 23:30:00,3.0,3.5,7.0,7.5,1.5,-1.0,1
48,2020-04-07 00:00:00,1.0,1.0,1.0,8.0,4.0,1.0,1
49,2020-04-07 00:30:00,7.0,6.0,4.0,6.5,5.5,1.0,1
50,2020-04-07 01:00:00,1.5,5.0,1.5,10.0,7.5,-1.0,1
51,2020-04-07 01:30:00,2.0,6.0,3.3333333333333335,6.333333333333333,6.333333333333333,-1.0,1
52,2020-04-07 02:00:00,2.5,7.0,7.0,5.5,7.5,-1.0,1
53,2020-04-07 02:30:00,10.0,3.0,3.0,7.0,4.0,1.0,1
54,2020-04-07 03:00:00,4.0,6.0,7.5,4.5,5.5,0.0,1
55,2020-04-07 03:30:00,6.0,5.0,5.0,8.0,8.0,-1.0,1
56,2020-04-07 04:00:00,4.666666666666667,6.0,7.0,5.666666666666667,4.333333333333333,-1.0,1
57,2020-04-07 04:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
58,2020-04-07 05:00:00,8.0,10.0,3.0,7.0,2.0,-1.0,1
59,2020-04-07 05:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
60,2020-04-07 06:00:00,7.0,0.0,4.0,10.0,9.0,-1.0,1
61,2020-04-07 06:30:00,6.0,4.0,2.0,9.0,10.0,0.0,1
62,2020-04-07 07:00:00,2.0,5.0,5.0,3.0,4.0,1.0,1
63,2020-04-07 07:30:00,4.0,3.0,8.0,7.0,6.0,-1.0,1
64,2020-04-07 08:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
65,2020-04-07 08:30:00,5.0,3.0,7.0,10.0,6.0,0.0,1
66,2020-04-07 09:00:00,6.5,4.0,6.0,9.0,1.0,-1.0,1
67,2020-04-07 09:30:00,5.0,4.0,7.0,10.0,5.0,-1.0,1
68,2020-04-07 10:00:00,2.3333333333333335,7.666666666666667,0.6666666666666666,6.666666666666667,7.666666666666667,0.0,1
69,2020-04-07 10:30:00,3.6666666666666665,8.0,1.3333333333333333,1.0,5.0,-1.0,1
70,2020-04-07 11:00:00,6.0,7.0,9.0,5.0,1.0,-1.0,1
71,2020-04-07 11:30:00,5.0,6.0,0.0,7.0,4.0,-1.0,1
72,2020-04-07 12:00:00,8.0,5.0,6.5,8.5,1.0,-1.0,1
73,2020-04-07 12:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
74,2020-04-07 13:00:00,0.0,8.0,5.0,1.0,10.0,-1.0,1
75,2020-04-07 13:30:00,5.75,6.25,7.75,6.0,7.0,1.0,1
76,2020-04-07 14:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
77,2020-04-07 14:30:00,3.5,6.5,2.5,7.5,6.5,-1.0,1
78,2020-04-07 15:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
79,2020-04-07 15:30:00,8.5,6.5,6.5,5.0,7.5,0.0,1
80,2020-04-07 16:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
81,2020-04-07 16:30:00,5.333333333333333,3.6666666666666665,2.6666666666666665,7.333333333333333,7.333333333333333,-1.0,1
82,2020-04-07 17:00:00,6.0,4.5,4.0,5.5,6.5,-1.0,1
83,2020-04-07 17:30:00,6.0,6.5,7.5,9.0,3.5,-1.0,1
84,2020-04-07 18:00:00,3.6666666666666665,6.0,8.0,4.666666666666667,7.666666666666667,0.0,1
85,2020-04-07 18:30:00,1.5,10.0,4.0,4.5,7.0,-1.0,1
86,2020-04-07 19:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
87,2020-04-07 19:30:00,6.0,10.0,3.0,9.0,10.0,-1.0,1
88,2020-04-07 20:00:00,4.0,1.5,3.0,2.0,6.5,-1.0,1
89,2020-04-07 20:30:00,6.5,4.5,7.75,6.25,6.25,0.5,1
90,2020-04-07 21:00:00,9.25,1.25,6.25,6.75,4.25,-1.0,1
91,2020-04-07 21:30:00,7.5,8.5,6.0,8.0,6.0,-1.0,1
92,2020-04-07 22:00:00,8.0,6.0,2.0,1.0,8.0,0.0,1
93,2020-04-07 22:30:00,6.546712802768166,7.186851211072664,5.546712802768166,6.0,6.633217993079585,1.0,1
94,2020-04-07 23:00:00,5.73758865248227,6.0638297872340425,5.273049645390071,5.560283687943262,5.868794326241135,1.0,1
95,2020-04-07 23:30:00,5.398989898989899,5.51010101010101,5.171717171717172,5.232323232323233,5.41919191919192,1.0,1
96,2020-04-08 00:00:00,4.589147286821706,4.457364341085271,4.813953488372093,4.728682170542636,4.651162790697675,0.9452054794520548,1
97,2020-04-08 00:30:00,2.260869565217391,1.3043478260869565,4.086956521739131,2.9130434782608696,2.1449275362318843,0.7014925373134329,1
98,2020-04-08 01:00:00,1.9298245614035088,0.8245614035087719,4.140350877192983,3.017543859649123,1.9473684210526316,0.8571428571428571,1
99,2020-04-08 01:30:00,2.0,1.2352941176470589,4.117647058823529,2.9705882352941178,1.911764705882353,0.6176470588235294,1
100,2020-04-08 02:00:00,2.3181818181818183,1.1363636363636365,3.8636363636363638,3.1363636363636362,2.6818181818181817,0.9047619047619048,1
101,2020-04-08 02:30:00,1.9,1.25,3.65,2.8,1.95,0.45,1
102,2020-04-08 03:00:00,2.7333333333333334,2.066666666666667,4.0,3.466666666666667,2.7333333333333334,0.38461538461538464,1
103,2020-04-08 03:30:00,1.8888888888888888,1.0,4.222222222222222,3.2222222222222223,2.0,0.5555555555555556,1
104,2020-04-08 04:00:00,3.3333333333333335,2.2222222222222223,3.5555555555555554,4.222222222222222,3.4444444444444446,0.8571428571428571,1
105,2020-04-08 04:30:00,3.0,4.0,4.0,5.0,2.4,0.3333333333333333,1
106,2020-04-08 05:00:00,3.0,1.0,4.0,3.0,2.0,1.0,1
107,2020-04-08 05:30:00,2.0,2.0,5.666666666666667,4.333333333333333,3.6666666666666665,0.5,1
108,2020-04-08 06:00:00,4.285714285714286,2.7142857142857144,4.571428571428571,4.714285714285714,3.5714285714285716,0.2,1
109,2020-04-08 06:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
110,2020-04-08 07:00:00,3.0,2.0,2.0,4.666666666666667,3.6666666666666665,0.0,1
111,2020-04-08 07:30:00,6.5,3.5,6.5,2.5,5.0,1.0,1
112,2020-04-08 08:00:00,0.0,1.0,9.0,7.0,5.0,-1.0,1
113,2020-04-08 08:30:00,7.0,5.0,10.0,7.0,10.0,-1.0,1
114,2020-04-08 09:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
115,2020-04-08 09:30:00,0.0,10.0,5.0,0.0,7.0,-1.0,1
116,2020-04-08 10:00:00,7.166666666666667,5.666666666666667,4.5,6.5,5.166666666666667,-1.0,1
117,2020-04-08 10:30:00,1.0,6.5,5.0,10.0,7.0,-1.0,1
118,2020-04-08 11:00:00,5.25,4.5,4.5,4.75,7.5,1.0,1
119,2020-04-08 11:30:00,10.0,9.0,10.0,10.0,10.0,-1.0,1
120,2020-04-08 12:00:00,4.75,7.0,7.5,3.25,7.0,-1.0,1
121,2020-04-08 12:30:00,5.4,4.0,3.8,7.0,6.2,-1.0,1
122,2020-04-08 13:00:00,4.0,3.0,2.0,1.0,1.0,-1.0,1
123,2020-04-08 13:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
124,2020-04-08 14:00:00,7.0,10.0,10.0,9.0,10.0,0.0,1
125,2020-04-08 14:30:00,6.0,6.5,2.0,3.5,9.0,-1.0,1
126,2020-04-08 15:00:00,6.0,4.0,4.0,3.0,3.0,1.0,1
127,2020-04-08 15:30:00,8.5,1.0,1.0,6.5,8.0,-1.0,1
128,2020-04-08 16:00:00,3.0,5.75,5.0,7.25,5.0,-1.0,1
129,2020-04-08 16:30:00,8.0,2.0,4.0,9.0,5.0,1.0,1
130,2020-04-08 17:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
131,2020-04-08 17:30:00,8.0,6.5,4.5,3.5,3.5,-1.0,1
132,2020-04-08 18:00:00,5.0,5.0,4.0,1.0,4.0,-1.0,1
133,2020-04-08 18:30:00,4.0,3.0,5.0,4.5,6.0,1.0,1
134,2020-04-08 19:00:00,2.0,1.0,4.0,1.0,6.0,-1.0,1
135,2020-04-08 19:30:00,1.5,5.5,5.0,8.0,6.0,1.0,1
136,2020-04-08 20:00:00,7.333333333333333,5.666666666666667,4.0,2.6666666666666665,4.333333333333333,1.0,1
137,2020-04-08 20:30:00,7.0,10.0,10.0,10.0,2.0,-1.0,1
138,2020-04-08 21:00:00,5.0,8.0,5.0,2.0,0.0,-1.0,1
139,2020-04-08 21:30:00,1.0,9.0,10.0,6.0,5.0,1.0,1
140,2020-04-08 22:00:00,6.666666666666667,1.6666666666666667,5.0,6.0,7.333333333333333,-1.0,1
141,2020-04-08 22:30:00,5.5,7.0,4.0,8.5,5.5,-1.0,1
142,2020-04-08 23:00:00,1.0,7.0,7.0,7.0,5.0,-1.0,1
143,2020-04-08 23:30:00,1.3333333333333333,4.333333333333333,5.333333333333333,3.6666666666666665,3.3333333333333335,-1.0,1
144,2020-04-09 00:00:00,8.0,1.0,10.0,9.0,10.0,1.0,1
145,2020-04-09 00:30:00,5.5,4.5,4.0,0.0,2.0,-1.0,1
146,2020-04-09 01:00:00,5.5,2.5,4.5,10.0,5.5,-1.0,1
147,2020-04-09 01:30:00,3.7142857142857144,6.0,5.428571428571429,6.142857142857143,4.857142857142857,0.0,1
148,2020-04-09 02:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
149,2020-04-09 02:30:00,9.0,4.5,7.0,6.5,9.0,-1.0,1
150,2020-04-09 03:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
151,2020-04-09 03:30:00,4.5,10.0,3.5,5.5,2.5,0.0,1
152,2020-04-09 04:00:00,5.0,8.0,1.5,5.5,5.0,-1.0,1
153,2020-04-09 04:30:00,7.0,5.0,2.0,2.5,7.0,-1.0,1
154,2020-04-09 05:00:00,2.0,2.5128205128205128,4.256410256410256,3.58974358974359,2.5128205128205128,0.2222222222222222,1
155,2020-04-09 05:30:00,2.4074074074074074,2.185185185185185,4.111111111111111,3.4814814814814814,2.3703703703703702,0.08333333333333333,1
156,2020-04-09 06:00:00,2.5,2.25,3.85,3.4,2.15,0.10526315789473684,1
157,2020-04-09 06:30:00,2.8421052631578947,2.6315789473684212,3.4210526315789473,3.4210526315789473,2.1578947368421053,0.23529411764705882,1
158,2020-04-09 07:00:00,1.8181818181818181,1.9090909090909092,4.2727272727272725,3.0,2.090909090909091,0.09090909090909091,1
159,2020-04-09 07:30:00,2.3333333333333335,2.8333333333333335,4.833333333333333,3.5,1.6666666666666667,0.0,1
160,2020-04-09 08:00:00,2.6666666666666665,2.6666666666666665,5.0,2.6666666666666665,2.0,0.3333333333333333,1
161,2020-04-09 08:30:00,3.75,3.5,4.0,2.5,2.5,0.0,1
162,2020-04-09 09:00:00,6.0,2.0,5.0,2.0,10.0,-1.0,1
163,2020-04-09 09:30:00,10.0,9.0,1.0,3.0,7.0,-1.0,1
164,2020-04-09 10:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
165,2020-04-09 10:30:00,6.666666666666667,4.666666666666667,7.333333333333333,4.666666666666667,6.666666666666667,-1.0,1
166,2020-04-09 11:00:00,7.333333333333333,3.6666666666666665,3.0,6.333333333333333,1.6666666666666667,-1.0,1
167,2020-04-09 11:30:00,6.0,4.0,3.5,2.0,5.0,0.5,1
168,2020-04-09 12:00:00,4.0,3.0,6.0,3.0,10.0,-1.0,1
169,2020-04-09 12:30:00,1.0,4.0,6.0,6.0,9.0,-1.0,1
170,2020-04-09 13:00:00,3.0,0.0,5.0,8.0,7.5,0.0,1
171,2020-04-09 13:30:00,2.25,2.5,0.25,5.75,4.25,-1.0,1
172,2020-04-09 14:00:00,3.0,3.0,2.0,10.0,7.0,-1.0,1
173,2020-04-09 14:30:00,4.5,8.0,10.0,1.0,8.5,-1.0,1
174,2020-04-09 15:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
175,2020-04-09 15:30:00,7.0,5.0,0.0,8.0,5.0,-1.0,1
176,2020-04-09 16:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
177,2020-04-09 16:30:00,7.5,0.0,7.0,1.0,6.5,-1.0,1
178,2020-04-09 17:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
179,2020-04-09 17:30:00,3.0,4.333333333333333,2.0,7.666666666666667,8.666666666666666,-1.0,1
180,2020-04-09 18:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
181,2020-04-09 18:30:00,10.0,1.0,3.0,5.0,1.0,1.0,1
182,2020-04-09 19:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
183,2020-04-09 19:30:00,1.3333333333333333,2.6666666666666665,6.666666666666667,7.333333333333333,6.0,-1.0,1
184,2020-04-09 20:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
185,2020-04-09 20:30:00,3.5,5.0,0.5,2.5,8.5,-1.0,1
186,2020-04-09 21:00:00,10.0,5.0,8.0,4.0,8.0,-1.0,1
187,2020-04-09 21:30:00,1.0,2.0,5.5,4.0,7.0,-1.0,1
188,2020-04-09 22:00:00,5.0,4.333333333333333,2.6666666666666665,8.333333333333334,3.6666666666666665,-1.0,1
189,2020-04-09 22:30:00,4.5,6.0,4.0,6.0,8.0,1.0,1
190,2020-04-09 23:00:00,3.0,2.0,1.0,10.0,2.0,-1.0,1
191,2020-04-09 23:30:00,2.0,10.0,4.0,6.333333333333333,5.666666666666667,0.0,1
192,2020-04-10 00:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
193,2020-04-10 00:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
194,2020-04-10 01:00:00,4.5,0.5,3.0,5.0,8.0,-1.0,1
195,2020-04-10 01:30:00,6.0,6.0,5.0,10.0,3.5,-1.0,1
196,2020-04-10 02:00:00,0.0,0.0,8.0,10.0,6.0,1.0,1
197,2020-04-10 02:30:00,5.666666666666667,4.0,5.0,5.333333333333333,10.0,-1.0,1
198,2020-04-10 03:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
199,2020-04-10 03:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
200,2020-04-10 04:00:00,10.0,10.0,3.0,3.0,2.0,-1.0,1
201,2020-04-10 04:30:00,10.0,10.0,3.0,3.0,2.0,-1.0,1
202,2020-04-10 05:00:00,5.0,6.666666666666667,3.0,5.0,3.6666666666666665,1.0,1
203,2020-04-10 05:30:00,5.2,7.2,5.4,5.4,4.0,1.0,1
204,2020-04-10 06:00:00,6.0,7.666666666666667,5.666666666666667,5.833333333333333,3.3333333333333335,1.0,1
205,2020-04-10 06:30:00,5.857142857142857,7.142857142857143,5.857142857142857,5.285714285714286,3.2857142857142856,1.0,1
206,2020-04-10 07:00:00,4.818181818181818,6.636363636363637,5.454545454545454,5.545454545454546,3.8181818181818183,1.0,1
207,2020-04-10 07:30:00,4.230769230769231,6.230769230769231,4.769230769230769,6.0,4.6923076923076925,1.0,1
208,2020-04-10 08:00:00,4.2,6.2,5.4,6.266666666666667,4.466666666666667,1.0,1
209,2020-04-10 08:30:00,4.411764705882353,6.176470588235294,5.0588235294117645,5.764705882352941,4.0588235294117645,1.0,1
210,2020-04-10 09:00:00,4.863636363636363,6.318181818181818,5.136363636363637,5.636363636363637,4.5,1.0,1
211,2020-04-10 09:30:00,5.083333333333333,6.416666666666667,5.291666666666667,5.333333333333333,4.666666666666667,0.6666666666666666,1
212,2020-04-10 10:00:00,5.083333333333333,6.416666666666667,5.291666666666667,5.333333333333333,4.666666666666667,0.6666666666666666,1
213,2020-04-10 10:30:00,5.04,6.32,5.48,5.52,4.88,0.6666666666666666,1
214,2020-04-10 11:00:00,5.266666666666667,5.933333333333334,5.466666666666667,5.7,4.9,0.6666666666666666,1
215,2020-04-10 11:30:00,5.258064516129032,5.935483870967742,5.419354838709677,5.774193548387097,4.806451612903226,0.6666666666666666,1
216,2020-04-10 12:00:00,5.258064516129032,5.935483870967742,5.419354838709677,5.774193548387097,4.806451612903226,0.6666666666666666,1
217,2020-04-10 12:30:00,5.0606060606060606,6.121212121212121,5.454545454545454,5.878787878787879,4.818181818181818,0.75,1
218,2020-04-10 13:00:00,5.0606060606060606,6.121212121212121,5.454545454545454,5.878787878787879,4.818181818181818,0.75,1
219,2020-04-10 13:30:00,5.029411764705882,6.0,5.382352941176471,5.735294117647059,4.882352941176471,0.75,1
220,2020-04-10 14:00:00,5.029411764705882,6.0,5.382352941176471,5.735294117647059,4.882352941176471,0.75,1
221,2020-04-10 14:30:00,4.878787878787879,5.878787878787879,5.454545454545454,5.818181818181818,4.96969696969697,0.75,1
222,2020-04-10 15:00:00,4.878787878787879,5.878787878787879,5.454545454545454,5.818181818181818,4.96969696969697,0.75,1
223,2020-04-10 15:30:00,5.032258064516129,5.935483870967742,5.612903225806452,5.806451612903226,5.0,0.6666666666666666,1
224,2020-04-10 16:00:00,5.0,5.793103448275862,5.379310344827586,5.793103448275862,5.0344827586206895,0.6666666666666666,1
225,2020-04-10 16:30:00,4.821428571428571,5.642857142857143,5.321428571428571,5.714285714285714,5.214285714285714,0.6666666666666666,1
226,2020-04-10 17:00:00,4.814814814814815,5.703703703703703,5.2592592592592595,5.851851851851852,5.296296296296297,0.5,1
227,2020-04-10 17:30:00,5.130434782608695,5.695652173913044,5.3478260869565215,5.826086956521739,5.391304347826087,0.5,1
228,2020-04-10 18:00:00,5.523809523809524,5.857142857142857,5.761904761904762,5.571428571428571,5.0,0.5,1
229,2020-04-10 18:30:00,5.684210526315789,5.842105263157895,5.368421052631579,5.315789473684211,5.2105263157894735,0.5,1
230,2020-04-10 19:00:00,5.647058823529412,5.823529411764706,5.705882352941177,5.705882352941177,5.705882352941177,0.5,1
231,2020-04-10 19:30:00,5.333333333333333,5.416666666666667,5.833333333333333,5.916666666666667,5.583333333333333,0.5,1
232,2020-04-10 20:00:00,4.9,5.0,5.6,6.7,5.4,1.0,1
233,2020-04-10 20:30:00,4.9,5.0,5.6,6.7,5.4,1.0,1
234,2020-04-10 21:00:00,5.0,5.111111111111111,5.111111111111111,6.333333333333333,4.888888888888889,1.0,1
235,2020-04-10 21:30:00,3.25,6.5,4.75,6.0,4.75,1.0,1
236,2020-04-10 22:00:00,2.6666666666666665,6.666666666666667,5.0,5.333333333333333,5.666666666666667,1.0,1
237,2020-04-10 22:30:00,2.6666666666666665,6.666666666666667,5.0,5.333333333333333,5.666666666666667,1.0,1
238,2020-04-10 23:00:00,4.0,2.0,3.0,1.0,7.0,-1.0,1
239,2020-04-10 23:30:00,4.0,2.0,3.0,1.0,7.0,-1.0,1
0,2020-04-06 00:00:00,5.451612903225806,5.376344086021505,5.290322580645161,2.0,5.623655913978495,0.5652173913043478,2
1,2020-04-06 00:30:00,5.75,5.0,5.75,-1.0,7.75,-1.0,2
2,2020-04-06 01:00:00,5.142857142857143,5.714285714285714,4.857142857142857,-1.0,6.857142857142857,-1.0,2
3,2020-04-06 01:30:00,4.4,3.6,6.6,-1.0,6.2,0.0,2
4,2020-04-06 02:00:00,3.75,6.25,5.25,-1.0,4.0,-1.0,2
5,2020-04-06 02:30:00,5.5,5.75,6.25,-1.0,3.5,1.0,2
6,2020-04-06 03:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2
7,2020-04-06 03:30:00,2.7777777777777777,5.333333333333333,5.777777777777778,-1.0,6.888888888888889,-1.0,2
8,2020-04-06 04:00:00,8.833333333333334,4.5,6.666666666666667,-1.0,6.833333333333333,-1.0,2
9,2020-04-06 04:30:00,2.5714285714285716,2.0714285714285716,1.6428571428571428,-1.0,2.2142857142857144,0.1,2
10,2020-04-06 05:00:00,2.3333333333333335,2.2666666666666666,2.4,-1.0,2.466666666666667,0.4166666666666667,2
11,2020-04-06 05:30:00,4.375,4.75,2.875,-1.0,4.375,0.3333333333333333,2
12,2020-04-06 06:00:00,0.8979591836734694,0.7959183673469388,1.2653061224489797,-1.0,1.8775510204081634,0.3409090909090909,2
13,2020-04-06 06:30:00,0.6590909090909091,0.4772727272727273,0.7954545454545454,10.0,1.0909090909090908,0.1,2
14,2020-04-06 07:00:00,0.7241379310344828,1.0689655172413792,1.4137931034482758,8.5,1.793103448275862,0.125,2
15,2020-04-06 07:30:00,1.105263157894737,0.9473684210526315,1.7894736842105263,-1.0,1.105263157894737,0.17647058823529413,2
16,2020-04-06 08:00:00,2.4285714285714284,1.7142857142857142,2.5,-1.0,2.7142857142857144,0.3333333333333333,2
17,2020-04-06 08:30:00,3.0,2.4444444444444446,2.6666666666666665,-1.0,3.3333333333333335,0.3333333333333333,2
18,2020-04-06 09:00:00,2.0,2.5,2.857142857142857,4.0,3.5714285714285716,0.42857142857142855,2
19,2020-04-06 09:30:00,4.857142857142857,5.0,5.142857142857143,-1.0,4.0,0.0,2
20,2020-04-06 10:00:00,3.5714285714285716,3.142857142857143,2.857142857142857,-1.0,2.5714285714285716,0.5,2
21,2020-04-06 10:30:00,9.0,10.0,10.0,-1.0,10.0,-1.0,2
22,2020-04-06 11:00:00,4.4,5.0,5.8,3.0,6.4,-1.0,2
23,2020-04-06 11:30:00,3.6,2.6,4.4,-1.0,4.4,0.5,2
24,2020-04-06 12:00:00,5.375,4.125,6.25,-1.0,7.375,0.5,2
25,2020-04-06 12:30:00,9.0,3.0,4.0,-1.0,5.25,0.0,2
26,2020-04-06 13:00:00,7.333333333333333,6.333333333333333,7.0,-1.0,3.0,-1.0,2
27,2020-04-06 13:30:00,3.3333333333333335,4.333333333333333,4.333333333333333,-1.0,8.0,-1.0,2
28,2020-04-06 14:00:00,6.4,4.8,4.0,-1.0,4.0,1.0,2
29,2020-04-06 14:30:00,8.0,8.0,3.0,-1.0,2.3333333333333335,1.0,2
30,2020-04-06 15:00:00,9.5,3.5,4.0,-1.0,4.5,-1.0,2
31,2020-04-06 15:30:00,7.0,5.0,3.0,-1.0,5.0,1.0,2
32,2020-04-06 16:00:00,8.666666666666666,5.0,8.666666666666666,-1.0,8.333333333333334,-1.0,2
33,2020-04-06 16:30:00,7.0,4.333333333333333,4.333333333333333,-1.0,3.3333333333333335,1.0,2
34,2020-04-06 17:00:00,5.0,5.4,7.0,-1.0,7.2,-1.0,2
35,2020-04-06 17:30:00,2.6,6.2,5.6,-1.0,8.2,0.0,2
36,2020-04-06 18:00:00,3.8,5.2,6.0,-1.0,6.4,0.0,2
37,2020-04-06 18:30:00,5.0,6.0,4.0,-1.0,7.25,-1.0,2
38,2020-04-06 19:00:00,4.0,6.666666666666667,4.0,-1.0,4.333333333333333,-1.0,2
39,2020-04-06 19:30:00,7.0,5.571428571428571,5.428571428571429,-1.0,6.285714285714286,0.0,2
40,2020-04-06 20:00:00,5.666666666666667,4.333333333333333,3.3333333333333335,-1.0,8.0,-1.0,2
41,2020-04-06 20:30:00,4.0,7.8,5.8,-1.0,7.0,0.0,2
42,2020-04-06 21:00:00,3.0,5.0,5.8,7.0,4.0,-1.0,2
43,2020-04-06 21:30:00,5.0,8.0,2.0,-1.0,6.0,-1.0,2
