,index,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
127,2020-04-08 15:30:00,2.0,2.0,5.666666666666667,4.333333333333333,3.6666666666666665,0.5,1.0
128,2020-04-08 16:00:00,4.285714285714286,2.7142857142857144,4.571428571428571,4.714285714285714,3.5714285714285716,0.2,1.0
129,2020-04-08 16:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
130,2020-04-08 17:00:00,3.0,2.0,2.0,4.666666666666667,3.6666666666666665,0.0,1.0
131,2020-04-08 17:30:00,6.5,3.5,6.5,2.5,5.0,1.0,1.0
132,2020-04-08 18:00:00,0.0,1.0,9.0,7.0,5.0,-1.0,1.0
133,2020-04-08 18:30:00,7.0,5.0,10.0,7.0,10.0,-1.0,1.0
134,2020-04-08 19:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
135,2020-04-08 19:30:00,0.0,10.0,5.0,0.0,7.0,-1.0,1.0
136,2020-04-08 20:00:00,7.166666666666667,5.666666666666667,4.5,6.5,5.166666666666667,-1.0,1.0
137,2020-04-08 20:30:00,1.0,6.5,5.0,10.0,7.0,-1.0,1.0
138,2020-04-08 21:00:00,5.25,4.5,4.5,4.75,7.5,1.0,1.0
139,2020-04-08 21:30:00,10.0,9.0,10.0,10.0,10.0,-1.0,1.0
140,2020-04-08 22:00:00,4.75,7.0,7.5,3.25,7.0,-1.0,1.0
141,2020-04-08 22:30:00,5.4,4.0,3.8,7.0,6.2,-1.0,1.0
142,2020-04-08 23:00:00,4.0,3.0,2.0,1.0,1.0,-1.0,1.0
143,2020-04-08 23:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
144,2020-04-09 00:00:00,7.0,10.0,10.0,9.0,10.0,0.0,1.0
145,2020-04-09 00:30:00,6.0,6.5,2.0,3.5,9.0,-1.0,1.0
146,2020-04-09 01:00:00,6.0,4.0,4.0,3.0,3.0,1.0,1.0
147,2020-04-09 01:30:00,8.5,1.0,1.0,6.5,8.0,-1.0,1.0
148,2020-04-09 02:00:00,3.0,5.75,5.0,7.25,5.0,-1.0,1.0
149,2020-04-09 02:30:00,8.0,2.0,4.0,9.0,5.0,1.0,1.0
150,2020-04-09 03:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
151,2020-04-09 03:30:00,8.0,6.5,4.5,3.5,3.5,-1.0,1.0
152,2020-04-09 04:00:00,5.0,5.0,4.0,1.0,4.0,-1.0,1.0
153,2020-04-09 04:30:00,4.0,3.0,5.0,4.5,6.0,1.0,1.0
154,2020-04-09 05:00:00,2.0,1.0,4.0,1.0,6.0,-1.0,1.0
155,2020-04-09 05:30:00,1.5,5.5,5.0,8.0,6.0,1.0,1.0
156,2020-04-09 06:00:00,7.333333333333333,5.666666666666667,4.0,2.6666666666666665,4.333333333333333,1.0,1.0
157,2020-04-09 06:30:00,7.0,10.0,10.0,10.0,2.0,-1.0,1.0
158,2020-04-09 07:00:00,5.0,8.0,5.0,2.0,0.0,-1.0,1.0
159,2020-04-09 07:30:00,1.0,9.0,10.0,6.0,5.0,1.0,1.0
160,2020-04-09 08:00:00,6.666666666666667,1.6666666666666667,5.0,6.0,7.333333333333333,-1.0,1.0
161,2020-04-09 08:30:00,5.5,7.0,4.0,8.5,5.5,-1.0,1.0
162,2020-04-09 09:00:00,1.0,7.0,7.0,7.0,5.0,-1.0,1.0
163,2020-04-09 09:30:00,1.3333333333333333,4.333333333333333,5.333333333333333,3.6666666666666665,3.3333333333333335,-1.0,1.0
164,2020-04-09 10:00:00,8.0,1.0,10.0,9.0,10.0,1.0,1.0
165,2020-04-09 10:30:00,5.5,4.5,4.0,0.0,2.0,-1.0,1.0
166,2020-04-09 11:00:00,5.5,2.5,4.5,10.0,5.5,-1.0,1.0
167,2020-04-09 11:30:00,3.7142857142857144,6.0,5.428571428571429,6.142857142857143,4.857142857142857,0.0,1.0
168,2020-04-09 12:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
169,2020-04-09 12:30:00,9.0,4.5,7.0,6.5,9.0,-1.0,1.0
170,2020-04-09 13:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
171,2020-04-09 13:30:00,4.5,10.0,3.5,5.5,2.5,0.0,1.0
172,2020-04-09 14:00:00,5.0,8.0,1.5,5.5,5.0,-1.0,1.0
173,2020-04-09 14:30:00,7.0,5.0,2.0,2.5,7.0,-1.0,1.0
174,2020-04-09 15:00:00,2.0,2.5128205128205128,4.256410256410256,3.58974358974359,2.5128205128205128,0.2222222222222222,1.0
175,2020-04-09 15:30:00,2.4074074074074074,2.185185185185185,4.111111111111111,3.4814814814814814,2.3703703703703702,0.08333333333333333,1.0
176,2020-04-09 16:00:00,2.5,2.25,3.85,3.4,2.15,0.10526315789473684,1.0
177,2020-04-09 16:30:00,2.8421052631578947,2.6315789473684212,3.4210526315789473,3.4210526315789473,2.1578947368421053,0.23529411764705882,1.0
178,2020-04-09 17:00:00,1.8181818181818181,1.9090909090909092,4.2727272727272725,3.0,2.090909090909091,0.09090909090909091,1.0
179,2020-04-09 17:30:00,2.3333333333333335,2.8333333333333335,4.833333333333333,3.5,1.6666666666666667,0.0,1.0
180,2020-04-09 18:00:00,2.6666666666666665,2.6666666666666665,5.0,2.6666666666666665,2.0,0.3333333333333333,1.0
181,2020-04-09 18:30:00,3.75,3.5,4.0,2.5,2.5,0.0,1.0
182,2020-04-09 19:00:00,6.0,2.0,5.0,2.0,10.0,-1.0,1.0
183,2020-04-09 19:30:00,10.0,9.0,1.0,3.0,7.0,-1.0,1.0
184,2020-04-09 20:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
185,2020-04-09 20:30:00,6.666666666666667,4.666666666666667,7.333333333333333,4.666666666666667,6.666666666666667,-1.0,1.0
186,2020-04-09 21:00:00,7.333333333333333,3.6666666666666665,3.0,6.333333333333333,1.6666666666666667,-1.0,1.0
187,2020-04-09 21:30:00,6.0,4.0,3.5,2.0,5.0,0.5,1.0
188,2020-04-09 22:00:00,4.0,3.0,6.0,3.0,10.0,-1.0,1.0
189,2020-04-09 22:30:00,1.0,4.0,6.0,6.0,9.0,-1.0,1.0
190,2020-04-09 23:00:00,3.0,0.0,5.0,8.0,7.5,0.0,1.0
191,2020-04-09 23:30:00,2.25,2.5,0.25,5.75,4.25,-1.0,1.0
192,2020-04-10 00:00:00,3.0,3.0,2.0,10.0,7.0,-1.0,1.0
193,2020-04-10 00:30:00,4.5,8.0,10.0,1.0,8.5,-1.0,1.0
194,2020-04-10 01:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
195,2020-04-10 01:30:00,7.0,5.0,0.0,8.0,5.0,-1.0,1.0
196,2020-04-10 02:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
197,2020-04-10 02:30:00,7.5,0.0,7.0,1.0,6.5,-1.0,1.0
198,2020-04-10 03:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
199,2020-04-10 03:30:00,3.0,4.333333333333333,2.0,7.666666666666667,8.666666666666666,-1.0,1.0
200,2020-04-10 04:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
201,2020-04-10 04:30:00,10.0,1.0,3.0,5.0,1.0,1.0,1.0
202,2020-04-10 05:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
203,2020-04-10 05:30:00,1.3333333333333333,2.6666666666666665,6.666666666666667,7.333333333333333,6.0,-1.0,1.0
204,2020-04-10 06:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
205,2020-04-10 06:30:00,3.5,5.0,0.5,2.5,8.5,-1.0,1.0
206,2020-04-10 07:00:00,10.0,5.0,8.0,4.0,8.0,-1.0,1.0
207,2020-04-10 07:30:00,1.0,2.0,5.5,4.0,7.0,-1.0,1.0
208,2020-04-10 08:00:00,5.0,4.333333333333333,2.6666666666666665,8.333333333333334,3.6666666666666665,-1.0,1.0
209,2020-04-10 08:30:00,4.5,6.0,4.0,6.0,8.0,1.0,1.0
210,2020-04-10 09:00:00,3.0,2.0,1.0,10.0,2.0,-1.0,1.0
211,2020-04-10 09:30:00,2.0,10.0,4.0,6.333333333333333,5.666666666666667,0.0,1.0
212,2020-04-10 10:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
213,2020-04-10 10:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
214,2020-04-10 11:00:00,4.5,0.5,3.0,5.0,8.0,-1.0,1.0
215,2020-04-10 11:30:00,6.0,6.0,5.0,10.0,3.5,-1.0,1.0
216,2020-04-10 12:00:00,0.0,0.0,8.0,10.0,6.0,1.0,1.0
217,2020-04-10 12:30:00,5.666666666666667,4.0,5.0,5.333333333333333,10.0,-1.0,1.0
218,2020-04-10 13:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
219,2020-04-10 13:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
220,2020-04-10 14:00:00,10.0,10.0,3.0,3.0,2.0,-1.0,1.0
221,2020-04-10 14:30:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
222,2020-04-10 15:00:00,2.5,5.0,3.0,6.0,4.5,1.0,1.0
223,2020-04-10 15:30:00,5.5,8.0,9.0,6.0,4.5,-1.0,1.0
224,2020-04-10 16:00:00,10.0,10.0,7.0,8.0,0.0,-1.0,1.0
225,2020-04-10 16:30:00,5.0,4.0,7.0,2.0,3.0,1.0,1.0
226,2020-04-10 17:00:00,3.0,5.75,4.75,6.0,4.75,-1.0,1.0
227,2020-04-10 17:30:00,1.0,4.0,1.0,8.5,9.5,-1.0,1.0
228,2020-04-10 18:00:00,4.0,6.0,9.5,8.0,3.0,-1.0,1.0
229,2020-04-10 18:30:00,6.0,6.0,2.5,2.0,1.0,-1.0,1.0
230,2020-04-10 19:00:00,6.4,6.8,5.4,5.2,6.0,-1.0,1.0
231,2020-04-10 19:30:00,7.5,7.5,7.0,2.0,6.5,0.0,1.0
232,2020-04-10 20:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
233,2020-04-10 20:30:00,4.0,4.0,10.0,10.0,10.0,-1.0,1.0
234,2020-04-10 21:00:00,6.4,4.0,5.4,6.6,5.0,-1.0,1.0
235,2020-04-10 21:30:00,5.0,6.0,4.0,8.0,2.0,-1.0,1.0
236,2020-04-10 22:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
237,2020-04-10 22:30:00,2.0,9.0,6.0,7.5,5.0,1.0,1.0
238,2020-04-10 23:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
239,2020-04-10 23:30:00,4.0,2.0,3.0,1.0,7.0,-1.0,1.0
240,2020-04-11 00:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0,2020-04-06 00:00:00,4.333333333333333,8.333333333333334,3.0,-1.0,5.0,0.0,2.0
1,2020-04-06 00:30:00,7.0,6.625,4.0,-1.0,4.5,0.6666666666666666,2.0
2,2020-04-06 01:00:00,8.25,3.5,3.5,-1.0,6.75,1.0,2.0
3,2020-04-06 01:30:00,4.8,2.2,6.0,-1.0,3.8,1.0,2.0
4,2020-04-06 02:00:00,2.75,7.5,5.0,-1.0,4.25,0.0,2.0
5,2020-04-06 02:30:00,7.25,5.75,9.5,2.0,4.25,-1.0,2.0
6,2020-04-06 03:00:00,5.25,4.0,5.5,-1.0,5.5,0.5,2.0
7,2020-04-06 03:30:00,6.5,1.0,6.0,-1.0,8.75,1.0,2.0
8,2020-04-06 04:00:00,6.2,4.8,6.8,-1.0,7.4,0.0,2.0
9,2020-04-06 04:30:00,7.5,5.0,6.5,-1.0,5.5,1.0,2.0
10,2020-04-06 05:00:00,5.142857142857143,5.142857142857143,5.0,-1.0,5.428571428571429,1.0,2.0
11,2020-04-06 05:30:00,4.5,8.0,6.0,-1.0,9.0,-1.0,2.0
12,2020-04-06 06:00:00,1.0,6.333333333333333,7.333333333333333,-1.0,1.3333333333333333,0.0,2.0
13,2020-04-06 06:30:00,5.0,9.5,5.0,-1.0,9.5,-1.0,2.0
14,2020-04-06 07:00:00,4.714285714285714,4.571428571428571,5.857142857142857,-1.0,6.428571428571429,-1.0,2.0
15,2020-04-06 07:30:00,6.0,9.0,4.0,-1.0,5.0,-1.0,2.0
16,2020-04-06 08:00:00,5.285714285714286,4.0,6.714285714285714,-1.0,5.857142857142857,0.0,2.0
17,2020-04-06 08:30:00,6.75,7.25,2.0,-1.0,6.75,0.0,2.0
18,2020-04-06 09:00:00,7.2,8.0,4.0,-1.0,3.8,1.0,2.0
19,2020-04-06 09:30:00,4.0,5.6,6.8,-1.0,6.0,1.0,2.0
20,2020-04-06 10:00:00,3.3333333333333335,6.0,0.3333333333333333,-1.0,6.333333333333333,1.0,2.0
21,2020-04-06 10:30:00,5.75,5.0,5.75,-1.0,7.75,-1.0,2.0
22,2020-04-06 11:00:00,5.142857142857143,5.714285714285714,4.857142857142857,-1.0,6.857142857142857,-1.0,2.0
23,2020-04-06 11:30:00,4.4,3.6,6.6,-1.0,6.2,0.0,2.0
24,2020-04-06 12:00:00,3.75,6.25,5.25,-1.0,4.0,-1.0,2.0
25,2020-04-06 12:30:00,5.5,5.75,6.25,-1.0,3.5,1.0,2.0
26,2020-04-06 13:00:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
27,2020-04-06 13:30:00,2.7777777777777777,5.333333333333333,5.777777777777778,-1.0,6.888888888888889,-1.0,2.0
28,2020-04-06 14:00:00,8.833333333333334,4.5,6.666666666666667,-1.0,6.833333333333333,-1.0,2.0
29,2020-04-06 14:30:00,2.5714285714285716,2.0714285714285716,1.6428571428571428,-1.0,2.2142857142857144,0.1,2.0
30,2020-04-06 15:00:00,2.3333333333333335,2.2666666666666666,2.4,-1.0,2.466666666666667,0.4166666666666667,2.0
31,2020-04-06 15:30:00,4.375,4.75,2.875,-1.0,4.375,0.3333333333333333,2.0
32,2020-04-06 16:00:00,0.8979591836734694,0.7959183673469388,1.2653061224489797,-1.0,1.8775510204081634,0.3409090909090909,2.0
33,2020-04-06 16:30:00,0.6590909090909091,0.4772727272727273,0.7954545454545454,10.0,1.0909090909090908,0.1,2.0
34,2020-04-06 17:00:00,0.7241379310344828,1.0689655172413792,1.4137931034482758,8.5,1.793103448275862,0.125,2.0
35,2020-04-06 17:30:00,1.105263157894737,0.9473684210526315,1.7894736842105263,-1.0,1.105263157894737,0.17647058823529413,2.0
36,2020-04-06 18:00:00,2.4285714285714284,1.7142857142857142,2.5,-1.0,2.7142857142857144,0.3333333333333333,2.0
37,2020-04-06 18:30:00,3.0,2.4444444444444446,2.6666666666666665,-1.0,3.3333333333333335,0.3333333333333333,2.0
38,2020-04-06 19:00:00,2.0,2.5,2.857142857142857,4.0,3.5714285714285716,0.42857142857142855,2.0
39,2020-04-06 19:30:00,4.857142857142857,5.0,5.142857142857143,-1.0,4.0,0.0,2.0
40,2020-04-06 20:00:00,3.5714285714285716,3.142857142857143,2.857142857142857,-1.0,2.5714285714285716,0.5,2.0
41,2020-04-06 20:30:00,9.0,10.0,10.0,-1.0,10.0,-1.0,2.0
42,2020-04-06 21:00:00,4.4,5.0,5.8,3.0,6.4,-1.0,2.0
